raw_text,prix_extracted,lien,prix_final,surface_final,ville,quartier
"la fondation immo 202
il y a 6 jours
Appartements dans Rabat, Hay Riad
Appartement à vendre
3
3
179 m²
3 900 000 DH
21 677 DH / mois",3 900 000,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_57482950.htm,3900000.0,179.0,Rabat,Hay Riad
"abderahim
il y a 6 jours
Appartements dans Rabat, Haut Agdal
Studio à vendre Agdal Idéal investissement Airbnb
1
1
45 m²
980 000 DH
5 447 DH / mois",980 000,https://www.avito.ma/fr/haut_agdal/appartements/Studio_%C3%A0_vendre_Agdal_Id%C3%A9al_investissement_Airbnb_57482873.htm,980000.0,45.0,Rabat,Haut Agdal
"I L
il y a 6 jours
Appartements dans Rabat, Hay Nahda
Particulier vend apt Jnane Nahda Fadesa
3
1
119 m²
810 000 DH
4 502 DH / mois",810 000,https://www.avito.ma/fr/hay_nahda/appartements/Particulier_vend_apt_Jnane_Nahda_Fadesa_57357732.htm,810000.0,119.0,Rabat,Hay Nahda
"IMMOCHOIX pro
il y a 6 jours
Appartements dans Rabat, Agdal
Appartement à vendre
3
3
127 m²
2 400 000 DH
13 339 DH / mois",2 400 000,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_57468113.htm,2400000.0,127.0,Rabat,Agdal
"Immo neuf
Visiter ici
Immobilier neuf dans Rabat
Complexe l'Opéra
2
2
86 m²
1 118 000 DH",1 118 000,https://immoneuf.avito.ma/fr/unite/jXy?utm_source=avito_integration&utm_medium=listing_integration,1118000.0,86.0,Rabat,Autre
"abdelilah
il y a 1 semaine
Appartements dans Rabat, Hay Nahda
Appartement à vendre 96 m² à Rabat
4
0
96 m²
790 000 DH
4 391 DH / mois",790 000,https://www.avito.ma/fr/hay_nahda/appartements/Appartement_%C3%A0_vendre_96_m%C2%B2_%C3%A0_Rabat_57479777.htm,790000.0,96.0,Rabat,Hay Nahda
"Dar Immo
il y a 1 semaine
Appartements dans Rabat, Hay Riad
Appartement à vendre 100 m² Hay Riad
3
2
2 300 000 DH
12 784 DH / mois",2 300 000,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_Hay_Riad_57155495.htm,2300000.0,100.0,Rabat,Hay Riad
"hakimimmo
il y a 1 semaine
Appartements dans Rabat, Hay Riad
Appartement à vendre HY riad
3
2
164 m²
3 900 000 DH
21 677 DH / mois",3 900 000,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_HY_riad_57477914.htm,3900000.0,164.0,Rabat,Hay Riad
"ayr
il y a 1 semaine
Appartements dans Rabat, Agdal
Appartement à vendre 105 m² à Rabat
3
1
105 m²
2 100 000 DH
11 672 DH / mois",2 100 000,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_105_m%C2%B2_%C3%A0_Rabat_57477847.htm,2100000.0,105.0,Rabat,Agdal
"Immo neuf
Visiter ici
Immobilier neuf dans Rabat
La Perle de Maamoura
3
2
110 m²
880 000 DH",880 000,https://immoneuf.avito.ma/fr/unite/N8S?utm_source=avito_integration&utm_medium=listing_integration,880000.0,110.0,Rabat,Autre
"AGENZ.MA
il y a 1 semaine
Appartements dans Rabat, Agdal
RBA-AG-1137 - Appartement à vendre à Agdal
3
2
128 m²
2 457 000 DH
13 656 DH / mois",2 457 000,https://www.avito.ma/fr/agdal/appartements/RBA_AG_1137___Appartement_%C3%A0_vendre_%C3%A0_Agdal_57477385.htm,2457000.0,128.0,Rabat,Agdal
"particulier
il y a 1 semaine
Appartements dans Rabat, Agdal
Appartement bas agdal
3
3
130 m²
2 400 000 DH
13 339 DH / mois",2 400 000,https://www.avito.ma/fr/agdal/appartements/Appartement_bas_agdal_57318310.htm,2400000.0,130.0,Rabat,Agdal
"hamid baha
il y a 1 semaine
Appartements dans Rabat, Diour Jamaa
Appartement à vendre 88 m² à Rabat
2
2
88 m²
1 000 000 DH
5 558 DH / mois",1 000 000,https://www.avito.ma/fr/diour_jamaa/appartements/Appartement_%C3%A0_vendre_88_m%C2%B2_%C3%A0_Rabat_57478773.htm,1000000.0,88.0,Rabat,Diour Jamaa
"Lagency
il y a 1 semaine
Appartements dans Rabat, Autre secteur
Appartement à vendre 125 m² à Rabat
3
2
137 m²
2 400 000 DH
13 339 DH / mois",2 400 000,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_125_m%C2%B2_%C3%A0_Rabat_57474165.htm,2400000.0,125.0,Rabat,Autre secteur
"Agence Immobiliére val d'or Hamid
il y a 1 semaine
Appartements dans Rabat, Hay Riad
Appartements À louer Riyad
2
2
115 m²
10 000 DH
55 DH / mois",10 000,https://www.avito.ma/fr/hay_riad/appartements/Appartements_%C3%80_louer_Riyad_56866680.htm,10000.0,115.0,Rabat,Hay Riad
"Immo neuf
Visiter ici
Immobilier neuf dans Rabat
Layane Liliskane
2
2
75 m²
637 500 DH",637 500,https://immoneuf.avito.ma/fr/unite/FWF?utm_source=avito_integration&utm_medium=listing_integration,637500.0,75.0,Rabat,Autre
"A LOUER A VENDRE
il y a 1 semaine
Appartements dans Rabat, Haut Agdal
A vendre - magnifique 3 chambres 192 m² Haut Agdal
3
3
4 200 000 DH
23 344 DH / mois",4 200 000,https://www.avito.ma/fr/haut_agdal/appartements/A_vendre___magnifique_3_chambres_192_m%C2%B2_Haut_Agdal_56884912.htm,4200000.0,192.0,Rabat,Haut Agdal
"Jamal
il y a 1 semaine
Appartements dans Rabat, Hassan
Appartement près de la gare Rabat Ville (vente Seroua)
3
2
140 m²
1 000 000 DH
5 558 DH / mois",1 000 000,https://www.avito.ma/fr/hassan/appartements/Appartement_pr%C3%A8s_de_la_gare_Rabat_Ville__vente_Seroua__57470904.htm,1000000.0,140.0,Rabat,Hassan
"Rana Immobilier
il y a 1 semaine
Appartements dans Rabat, Guich Oudaya
Appartement à vendre sur CGI Riad Oulad Mtaa
2
2
96 m²
1 700 000 DH
9 449 DH / mois",1 700 000,https://www.avito.ma/fr/guich_oudaya/appartements/Appartement_%C3%A0_vendre_sur_CGI_Riad_Oulad_Mtaa_57338092.htm,1700000.0,96.0,Rabat,Guich Oudaya
"AGENZ.MA
il y a 1 semaine
Appartements dans Rabat, Autre secteur
RBA-AG-1136 - Appartement à vendre à Hay Riad
3
2
190 m²
4 150 000 DH
23 067 DH / mois",4 150 000,https://www.avito.ma/fr/autre_secteur/appartements/RBA_AG_1136___Appartement_%C3%A0_vendre_%C3%A0_Hay_Riad_57469886.htm,4150000.0,190.0,Rabat,Autre secteur
"Immo neuf
Visiter ici
Immobilier neuf dans Rabat
Résidence Salima 5
2
2
97 m²
1 165 000 DH",1 165 000,https://immoneuf.avito.ma/fr/unite/3b1?utm_source=avito_integration&utm_medium=listing_integration,1165000.0,97.0,Rabat,Autre
"YOUSSEF IMO
il y a 1 semaine
Appartements dans Rabat, Hassan
Clé à vendre studio à prix symbolique
2
1
65 m²
3 600 000 DH
20 009 DH / mois",3 600 000,https://www.avito.ma/fr/hassan/appartements/Cl%C3%A9_%C3%A0_vendre_studio_%C3%A0_prix_symbolique_57468744.htm,3600000.0,65.0,Rabat,Hassan
"hakimimmo
il y a 1 semaine
Appartements dans Rabat, Hay Riad
Appartement à vendre bureau
3
2
101 m²
2 300 000 DH
12 784 DH / mois",2 300 000,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_bureau_57467044.htm,2300000.0,101.0,Rabat,Hay Riad
"Lux immo
il y a 1 semaine
Appartements dans Rabat, Agdal
Appartement haut standing 150 m² Rabat agdal
3
2
3 600 000 DH
20 009 DH / mois",3 600 000,https://www.avito.ma/fr/agdal/appartements/Appartement_haut_standing_150_m%C2%B2_Rabat_agdal_57153774.htm,3600000.0,150.0,Rabat,Agdal
"HAFIDI IMMOBILIER
il y a 1 semaine
Appartements dans Rabat, Hay Riad
Bel appartement à hay riad rabat
3
2
2505 m²
5 500 000 DH
30 570 DH / mois",5 500 000,https://www.avito.ma/fr/hay_riad/appartements/Bel_appartement_%C3%A0_hay_riad_rabat_57287714.htm,5500000.0,2505.0,Rabat,Hay Riad
"La Pépite Immo
il y a 1 semaine
Appartements dans Rabat, Hay Nahda
À Vendre appart Hay nahda 76 m²
3
1 250 000 DH
6 947 DH / mois",1 250 000,https://www.avito.ma/fr/hay_nahda/appartements/%C3%80_Vendre_appart_Hay_nahda_76_m%C2%B2_57345645.htm,1250000.0,76.0,Rabat,Hay Nahda
"SOGETIMO
il y a 1 semaine
Appartements dans Rabat, Hay Riad
Appartement spacieux a vendre sur PRESTIGIA
3
2
247 m²
5 500 000 DH
30 570 DH / mois",5 500 000,https://www.avito.ma/fr/hay_riad/appartements/Appartement_spacieux_a_vendre_sur_PRESTIGIA_57330958.htm,5500000.0,247.0,Rabat,Hay Riad
"Immo neuf
Visiter ici
Immobilier neuf dans Rabat
RESIDENCE SALIMA 3
3
2
111 m²
1 080 000 DH",1 080 000,https://immoneuf.avito.ma/fr/unite/jom?utm_source=avito_integration&utm_medium=listing_integration,1080000.0,111.0,Rabat,Autre
"properium rabat
il y a 11 heures
Premium
1/6
Appartements dans Rabat, Hay Riad
Appartement à vendre à hay riad
3
2
185 m²
3 800 000 DH
21 121 DH / mois",3 800 000,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_%C3%A0_hay_riad_57494747.htm,3800000.0,185.0,Rabat,Hay Riad
"properium rabat
il y a 11 heures
Premium
1/10
Appartements dans Rabat, Agdal
Appartement à vendre Agdal
2
2
150 m²
2 200 000 DH
12 228 DH / mois",2 200 000,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_Agdal_57494728.htm,2200000.0,150.0,Rabat,Agdal
"Maroc immobiliers
il y a 1 semaine
Appartements dans Rabat, Hay Riad
Aptmts neuf à hay riyad
3
1
120 m²
3 400 000 DH
18 898 DH / mois",3 400 000,https://www.avito.ma/fr/hay_riad/appartements/Aptmts_neuf_%C3%A0_hay_riyad_57457147.htm,3400000.0,120.0,Rabat,Hay Riad
"Hicham BENABBOU
il y a 1 semaine
Appartements dans Rabat, Aakkari
Appartements à vendre 69 m² à Rabat
1
1
400 000 DH
2 223 DH / mois",400 000,https://www.avito.ma/fr/aakkari/appartements/Appartements_%C3%A0_vendre_69_m%C2%B2_%C3%A0_Rabat_57456439.htm,400000.0,69.0,Rabat,Aakkari
"mohamed
il y a 1 semaine
Appartements dans Rabat, Hay Nahda
Très bel appartement à vendre à hay nahda fadesa
2
1
74 m²
700 000 DH
3 890 DH / mois",700 000,https://www.avito.ma/fr/hay_nahda/appartements/Tr%C3%A8s_bel_appartement_%C3%A0_vendre_%C3%A0_hay_nahda_fadesa_57455168.htm,700000.0,74.0,Rabat,Hay Nahda
"MR KARIM
il y a 1 semaine
Appartements dans Rabat, Hay Riad
Appart 130m2 à Hay Riad
4
2
130 m²
2 500 000 DH
13 895 DH / mois",2 500 000,https://www.avito.ma/fr/hay_riad/appartements/Appart_130m2_%C3%A0_Hay_Riad_57454910.htm,2500000.0,130.0,Rabat,Hay Riad
"SOGETIMO Frere
il y a 1 semaine
Appartements dans Rabat, Hay Riad
Appartement spacieux a vendre sur PRESTIGIA
3
2
248 m²
5 500 000 DH
30 570 DH / mois",5 500 000,https://www.avito.ma/fr/hay_riad/appartements/Appartement_spacieux_a_vendre_sur_PRESTIGIA_57330978.htm,5500000.0,248.0,Rabat,Hay Riad
"adam event
il y a 2 semaines
Appartements dans Rabat, Hay Riad
Appartement duplex à vendre 220 m² à Rabat
3
3
220 m²
5 200 000 DH
28 903 DH / mois",5 200 000,https://www.avito.ma/fr/hay_riad/appartements/Appartement_duplex_%C3%A0_vendre_220_m%C2%B2_%C3%A0_Rabat_57451487.htm,5200000.0,220.0,Rabat,Hay Riad
"Agence Tanoub
il y a 2 semaines
Appartements dans Rabat, Hay Riad
Appartement haut standing à vendre
4
3
164 m²
4 000 000 DH
22 233 DH / mois",4 000 000,https://www.avito.ma/fr/hay_riad/appartements/Appartement_haut_standing_%C3%A0_vendre_57169505.htm,4000000.0,164.0,Rabat,Hay Riad
"Immo neuf
Visiter ici
Immobilier neuf dans Rabat
Residence Ali
2
1
62 m²
650 000 DH",650 000,https://immoneuf.avito.ma/fr/unite/3d6?utm_source=avito_integration&utm_medium=listing_integration,650000.0,62.0,Rabat,Autre
"Bouziri hassan
il y a 2 semaines
Appartements dans Rabat, Agdal
Appartement à vendre
4
1
125 m²
1 900 000 DH
10 560 DH / mois",1 900 000,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_57450266.htm,1900000.0,125.0,Rabat,Agdal
"Immo neuf
Visiter ici
Immobilier neuf dans Rabat
Ryad Al Andalous - Patio Verde
2
1
107 m²
3 000 000 DH",3 000 000,https://immoneuf.avito.ma/fr/unite/5qw?utm_source=avito_integration&utm_medium=listing_integration,3000000.0,107.0,Rabat,Autre
"AGENZ.MA
il y a 2 semaines
Appartements dans Rabat, Agdal
RBA-AG-1134 - Appartement à vendre à Agdal
3
1
137 m²
2 000 000 DH
11 116 DH / mois",2 000 000,https://www.avito.ma/fr/agdal/appartements/RBA_AG_1134___Appartement_%C3%A0_vendre_%C3%A0_Agdal_57440477.htm,2000000.0,137.0,Rabat,Agdal
"Immo neuf
Visiter ici
Immobilier neuf dans Rabat
Complexe l'Opéra
2
2
86 m²
1 118 000 DH",1 118 000,https://immoneuf.avito.ma/fr/unite/jXy?utm_source=avito_integration&utm_medium=listing_integration,1118000.0,86.0,Rabat,Autre
"Mokhtar
il y a 2 semaines
Appartements dans Rabat, Agdal
Appartement à vendre 149 m² à Rabat
3
3
149 m²
2 700 000 DH
15 007 DH / mois",2 700 000,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_149_m%C2%B2_%C3%A0_Rabat_57440078.htm,2700000.0,149.0,Rabat,Agdal
"tofik chrif
il y a 2 semaines
Appartements dans Rabat, Diour Jamaa
Grand appartement
3
2
1000 m²
1 700 000 DH
9 449 DH / mois",1 700 000,https://www.avito.ma/fr/diour_jamaa/appartements/Grand_appartement_57439711.htm,1700000.0,1000.0,Rabat,Diour Jamaa
"Maroc immobiliers
il y a 2 semaines
Appartements dans Rabat, Quartier de l'Océan
studio avendre à l'océan
1
1
28 m²
580 000 DH
3 223 DH / mois",580 000,https://www.avito.ma/fr/quartier_de_l_oc%C3%A9an/appartements/studio_avendre_%C3%A0_l_oc%C3%A9an_57092750.htm,580000.0,28.0,Rabat,Quartier de l'Océan
"Immo neuf
Visiter ici
Immobilier neuf dans Rabat
Résidence Carré Vert Bouznika
3
1
69 m²
390 000 DH",390 000,https://immoneuf.avito.ma/fr/unite/9s5?utm_source=avito_integration&utm_medium=listing_integration,390000.0,69.0,Rabat,Autre
"Salma
il y a 2 semaines
Appartements dans Rabat, Hay el Fath
Appartement à vendre 60 m² à Rabat
1
1
80 m²
900 000 DH
5 002 DH / mois",900 000,https://www.avito.ma/fr/hay_el_fath/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Rabat_57436690.htm,900000.0,60.0,Rabat,Hay el Fath
"Saad rezzouki
il y a 2 semaines
Appartements dans Rabat, Aviation - Mabella
Appartement à vendre 43 m² à Rabat
1
0
43 m²
500 000 DH
2 779 DH / mois",500 000,https://www.avito.ma/fr/aviation___mabella/appartements/Appartement_%C3%A0_vendre_43_m%C2%B2_%C3%A0_Rabat_57432859.htm,500000.0,43.0,Rabat,Aviation - Mabella
"Nourhamza Immobilière
il y a 2 semaines
Appartements dans Rabat, Hay Nahda
Appartement à vendre chambre salon HAY NAHDA 50 M
1
1
90 m²
500 000 DH
2 779 DH / mois",500 000,https://www.avito.ma/fr/hay_nahda/appartements/Appartement_%C3%A0_vendre_chambre_salon_HAY_NAHDA_50_M_57432354.htm,500000.0,90.0,Rabat,Hay Nahda
"Immo neuf
Visiter ici
Immobilier neuf dans Rabat
Résidence Belvédère
3
2
120 m²
1 230 000 DH",1 230 000,https://immoneuf.avito.ma/fr/unite/j8s?utm_source=avito_integration&utm_medium=listing_integration,1230000.0,120.0,Rabat,Autre
"ANOUAR IMMO
il y a 2 semaines
Appartements dans Rabat, Agdal
Appartement neuf 150m² à vendre à Rabat-Agdal
3
2
3 600 000 DH
20 009 DH / mois",3 600 000,https://www.avito.ma/fr/agdal/appartements/Appartement_neuf_150m%C2%B2_%C3%A0_vendre_%C3%A0_Rabat_Agdal_56156416.htm,3600000.0,150.0,Rabat,Agdal
"AGENCE BEINHOUSE
il y a 2 semaines
Appartements dans Rabat, Agdal
Appartement à vendre Agdal
3
2
139 m²
2 650 000 DH
14 729 DH / mois",2 650 000,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_Agdal_57248870.htm,2650000.0,139.0,Rabat,Agdal
"Immo neuf
Visiter ici
Immobilier neuf dans Rabat
MANAFIAA PREMIUM
4
2
156 m²
680 000 DH",680 000,https://immoneuf.avito.ma/fr/unite/jFS?utm_source=avito_integration&utm_medium=listing_integration,680000.0,156.0,Rabat,Autre
"properium rabat
il y a 11 heures
Premium
1/10
Appartements dans Rabat, Agdal
Appartement à vendre Agdal
2
2
150 m²
2 200 000 DH
12 228 DH / mois",2 200 000,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_Agdal_57494728.htm,2200000.0,150.0,Rabat,Agdal
"properium rabat
il y a 11 heures
Premium
1/6
Appartements dans Rabat, Hay Riad
Appartement à vendre à hay riad
3
2
185 m²
3 800 000 DH
21 121 DH / mois",3 800 000,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_%C3%A0_hay_riad_57494747.htm,3800000.0,185.0,Rabat,Hay Riad
"thami
il y a 2 semaines
1/8
Appartements dans Rabat, El Youssoufia
شقة ساروت للبيع
1
1
50 m²
400 000 DH
2 223 DH / mois",400 000,https://www.avito.ma/fr/el_youssoufia/appartements/%D8%B4%D9%82%D8%A9_%D8%B3%D8%A7%D8%B1%D9%88%D8%AA_%D9%84%D9%84%D8%A8%D9%8A%D8%B9_57427917.htm,400000.0,50.0,Rabat,El Youssoufia
"A LOUER A VENDRE
il y a 3 semaines
Appartements dans Rabat, Agdal
A vendre 170 m² 3 chambres - Agdal Arribat center
3
3
3 500 000 DH
19 454 DH / mois",3 500 000,https://www.avito.ma/fr/agdal/appartements/A_vendre_170_m%C2%B2_3_chambres___Agdal_Arribat_center_57399604.htm,3500000.0,170.0,Rabat,Agdal
"Karioun Mohammed Ali
il y a 3 semaines
Appartements dans Rabat, Agdal
Vend Appartement 163 m à Agdal
2
0
163 m²
2 700 000 DH
15 007 DH / mois",2 700 000,https://www.avito.ma/fr/agdal/appartements/Vend_Appartement_163_m_%C3%A0_Agdal_57425635.htm,2700000.0,163.0,Rabat,Agdal
"ANOUAR IMMO
il y a 2 semaines
Appartements dans Rabat, Hassan
Appartement à vendre 119 m² à Hassan
2
2
2 600 000 DH
14 451 DH / mois",2 600 000,https://www.avito.ma/fr/hassan/appartements/Appartement_%C3%A0_vendre_119_m%C2%B2_%C3%A0_Hassan_56755337.htm,2600000.0,119.0,Rabat,Hassan
"Immo neuf
Visiter ici
Immobilier neuf dans Rabat
Résidence Belvédère
2
2
94 m²
960 000 DH",960 000,https://immoneuf.avito.ma/fr/unite/440?utm_source=avito_integration&utm_medium=listing_integration,960000.0,94.0,Rabat,Autre
"Karioun
il y a 3 semaines
Appartements dans Rabat, Agdal
Appartement à vendre
2
1
163 m²
2 650 000 DH
14 729 DH / mois",2 650 000,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_57424917.htm,2650000.0,163.0,Rabat,Agdal
"HOUCINE
il y a 3 semaines
Appartements dans Rabat, Riyad
Appartement à vendre 97 m² à Rabat
2
2
97 m²
3 600 000 DH
20 009 DH / mois",3 600 000,https://www.avito.ma/fr/riyad/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_Rabat_57424800.htm,3600000.0,97.0,Rabat,Riyad
"A LOUER A VENDRE
il y a 3 semaines
Appartements dans Rabat, Hay Riad
A vendre INCROYABLE 140m² 3 chambres Hay Riad
3
2
3 400 000 DH
18 898 DH / mois",3 400 000,https://www.avito.ma/fr/hay_riad/appartements/A_vendre_INCROYABLE_140m%C2%B2_3_chambres_Hay_Riad_57110036.htm,3400000.0,140.0,Rabat,Hay Riad
"Immo neuf
Visiter ici
Immobilier neuf dans Rabat
Bassatine
3
1
86 m²
530 000 DH",530 000,https://immoneuf.avito.ma/fr/unite/47k?utm_source=avito_integration&utm_medium=listing_integration,530000.0,86.0,Rabat,Autre
"Asmaa saad
il y a 3 semaines
Appartements dans Rabat, Agdal
Appartement à vendre 107 m² à Rabat
2
1
120 m²
2 600 000 DH
14 451 DH / mois",2 600 000,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_107_m%C2%B2_%C3%A0_Rabat_57424284.htm,2600000.0,107.0,Rabat,Agdal
"Rana Immobilier
il y a 3 semaines
Appartements dans Rabat, Agdal
Appartement à vendre 135 m² à Rabat
3
2
135 m²
2 599 998 DH
14 451 DH / mois",2 599 998,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_135_m%C2%B2_%C3%A0_Rabat_55384796.htm,2599998.0,135.0,Rabat,Agdal
"Ghizlaine
il y a 3 semaines
Appartements dans Rabat, Quartier de l'Océan
Appartement à vendre 80 m² à Rabat
2
2
80 m²
1 300 000 DH
7 225 DH / mois",1 300 000,https://www.avito.ma/fr/quartier_de_l_oc%C3%A9an/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Rabat_57416097.htm,1300000.0,80.0,Rabat,Quartier de l'Océan
"Immo neuf
Visiter ici
Immobilier neuf dans Rabat
Résidence les Oliviers
2
1
71 m²
589 050 DH",589 050,https://immoneuf.avito.ma/fr/unite/jgG?utm_source=avito_integration&utm_medium=listing_integration,589050.0,71.0,Rabat,Autre
"Ahmad Rbati
il y a 3 semaines
Appartements dans Rabat, Hassan
Appartement à vendre 77 m² à Rabat
2
1
77 m²
1 520 000 DH
8 448 DH / mois",1 520 000,https://www.avito.ma/fr/hassan/appartements/Appartement_%C3%A0_vendre_77_m%C2%B2_%C3%A0_Rabat_57416562.htm,1520000.0,77.0,Rabat,Hassan
"IMMOCHOIX pro
il y a 3 semaines
Appartements dans Rabat, Diour Jamaa
Immeuble à vendre en plein centre de Rabat
2
1
70 m²
5 500 000 DH
30 570 DH / mois",5 500 000,https://www.avito.ma/fr/diour_jamaa/appartements/Immeuble_%C3%A0_vendre_en_plein_centre_de_Rabat_57410018.htm,5500000.0,70.0,Rabat,Diour Jamaa
"Immo neuf
Visiter ici
Immobilier neuf dans Rabat
Résidence Amira
2
2
82 m²
740 000 DH",740 000,https://immoneuf.avito.ma/fr/unite/fxh?utm_source=avito_integration&utm_medium=listing_integration,740000.0,82.0,Rabat,Autre
"Hadja
il y a 3 semaines
Appartements dans Rabat, Al Irfane
Appartement à vendre 84 m² à Rabat
2
1
86 m²
1 700 000 DH
9 449 DH / mois",1 700 000,https://www.avito.ma/fr/al_irfane/appartements/Appartement_%C3%A0_vendre_84_m%C2%B2_%C3%A0_Rabat_57408808.htm,1700000.0,84.0,Rabat,Al Irfane
"Sami Si Mohamed sahl
il y a 3 semaines
Appartements dans Rabat, Yacoub El Mansour
Très Belle Appartement a vendre
3
2
96 m²
1 500 000 DH
8 337 DH / mois",1 500 000,https://www.avito.ma/fr/yacoub_el_mansour/appartements/Tr%C3%A8s_Belle_Appartement_a_vendre_57408468.htm,1500000.0,96.0,Rabat,Yacoub El Mansour
"Maroc immobiliers
il y a 3 semaines
Appartements dans Rabat, Hay Riad
aprtms à vendre à hay riyad
3
1
125 m²
3 150 000 DH
17 508 DH / mois",3 150 000,https://www.avito.ma/fr/hay_riad/appartements/aprtms_%C3%A0_vendre_%C3%A0_hay_riyad_57410356.htm,3150000.0,125.0,Rabat,Hay Riad
"khalid touhami
il y a 3 semaines
Appartements dans Rabat, Hay Nahda
Appartement à vendre 70 m² à Rabat FADESA
2
2
70 m²
600 000 DH
3 334 DH / mois",600 000,https://www.avito.ma/fr/hay_nahda/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Rabat_FADESA_57403687.htm,600000.0,70.0,Rabat,Hay Nahda
"Mme Alami
il y a 3 semaines
Appartements dans Rabat, Hassan
Appartement à vendre Rabat Hassan
1
1
42 m²
1 200 000 DH
6 669 DH / mois",1 200 000,https://www.avito.ma/fr/hassan/appartements/Appartement_%C3%A0_vendre_Rabat_Hassan_57403401.htm,1200000.0,42.0,Rabat,Hassan
"Immo neuf
Visiter ici
Immobilier neuf dans Rabat
Résidence Carré Vert Bouznika
3
1
68 m²
390 000 DH",390 000,https://immoneuf.avito.ma/fr/unite/4jP?utm_source=avito_integration&utm_medium=listing_integration,390000.0,68.0,Rabat,Autre
"AWMATEN SERVICE SARL
il y a 3 semaines
Appartements dans Rabat, Agdal
Appartement haut standing à vendre à Rabat Agdal
3
2
170 m²
3 300 000 DH
18 342 DH / mois",3 300 000,https://www.avito.ma/fr/agdal/appartements/Appartement_haut_standing_%C3%A0_vendre_%C3%A0_Rabat_Agdal_56272533.htm,3300000.0,170.0,Rabat,Agdal
"Tarik
il y a 4 semaines
Appartements dans Rabat, Hay el Fath
Appartement à vendre 100 m² à Rabat
3
2
140 m²
1 420 000 DH
7 892 DH / mois",1 420 000,https://www.avito.ma/fr/hay_el_fath/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Rabat_57401438.htm,1420000.0,100.0,Rabat,Hay el Fath
"Hamza Tazi
il y a 4 semaines
Appartements dans Rabat, Haut Agdal
Appartement de 332 m² en RDC avec visibilité rue
4
5
332 m²
7 700 000 DH
42 799 DH / mois",7 700 000,https://www.avito.ma/fr/haut_agdal/appartements/Appartement_de_332_m%C2%B2_en_RDC_avec_visibilit%C3%A9_rue_57397555.htm,7700000.0,332.0,Rabat,Haut Agdal
"IMMO RABAT HN
il y a 4 semaines
Appartements dans Rabat, Hay Nahda
Appartement à vendre à Rabat Fadesa
2
1
685 m²
500 000 DH
2 779 DH / mois",500 000,https://www.avito.ma/fr/hay_nahda/appartements/Appartement_%C3%A0_vendre_%C3%A0_Rabat_Fadesa_57397344.htm,500000.0,685.0,Rabat,Hay Nahda
